Name,Age,Origin,Height,Weight,Category,Wins,Losses,Weapon of Choice,Equipment Quality,Injury History,Mental Resilience,Tactical Knowledge,Battle Experience,Health Status,Training Intensity,Battle Strategy,Survived
Laecanius Ogulnius,45,Germania,156,109,Murmillo,17,5,Gladius (Sword),Standard,Low,5.466352228992217,Basic,22,Good,Medium,Aggressive,True
Cocceius Claudius,40,Gaul,161,63,Retiarius,11,1,Trident,Superior,Low,4.499775114421716,Basic,12,Excellent,Medium,Balanced,True
Iunius Blaesus,34,Germania,181,53,Thraex,5,1,Dagger,Superior,Low,4.28453562535863,Basic,6,Excellent,Medium,Aggressive,True
Pettius Furius,42,Gaul,168,69,Secutor,13,1,Gladius (Sword),Basic,Low,3.065425466073938,Basic,14,Good,Low,Aggressive,True
Sempronius Caedicius,29,Thrace,186,87,Murmillo,9,2,Dagger,Basic,High,1.0865831411711968,Basic,11,Good,Medium,Balanced,False
Murena Iunius,30,Greece,180,87,Murmillo,11,1,Dagger,Basic,High,1.2526924544006532,Advanced,12,Good,Low,Balanced,True
Livius Ofilius,22,Germania,146,84,Secutor,3,0,Dagger,Superior,Low,3.725672727548422,Intermediate,3,Excellent,Low,Balanced,False
Considius Iuventius,19,Thrace,180,88,Retiarius,5,0,Net,Superior,Low,3.840525692017467,Advanced,5,Excellent,Low,Aggressive,True
Gnaeus Caninius,33,Rome,185,79,Hoplomachus,10,1,Spear,Basic,Low,8.405840247257595,Basic,11,Excellent,Medium,Balanced,True
Fidius Cosconius,38,Numidia,173,104,Hoplomachus,10,1,Dagger,Superior,Low,4.102709216803006,Basic,11,Excellent,Low,Aggressive,True
Balbus Ostorius,31,Thrace,176,81,Provocator,7,1,Dagger,Basic,Low,5.242018521744437,Expert,8,Excellent,Medium,Aggressive,True
Sempronius Blossius,37,Thrace,184,86,Secutor,8,1,Dagger,Superior,Low,4.4808900329152,Expert,9,Excellent,Medium,Balanced,True
Gaius Octavenus,43,Greece,181,61,Hoplomachus,9,1,Dagger,Superior,Low,4.828863103344823,Basic,10,Good,Low,Balanced,True
Cloelius Nonius,24,Germania,168,63,Provocator,6,0,Gladius (Sword),Superior,Low,5.862193573880759,Advanced,6,Excellent,Medium,Balanced,True
Curtius Livius,31,Germania,174,99,Murmillo,7,1,Gladius (Sword),Standard,Low,6.746662639710211,Expert,8,Excellent,Low,Defensive,True
Cestius Caelius,34,Thrace,168,78,Secutor,6,1,Dagger,Superior,Low,6.785038180648384,Intermediate,7,Excellent,Medium,Balanced,True
Petilius Gaius,31,Numidia,173,109,Thraex,8,3,Dagger,Basic,Low,7.304765408471633,Expert,11,Excellent,Medium,Balanced,True
Musonius Acilius,30,Greece,182,83,Secutor,9,4,Gladius (Sword),Standard,Low,8.937444869871609,Advanced,13,Excellent,Low,Aggressive,True
Lucius Blaesus,31,Thrace,172,69,Hoplomachus,9,5,Dagger,Basic,High,0.9572721079394524,Intermediate,14,Good,Medium,Balanced,False
Hostilius Lucius,36,Numidia,175,92,Hoplomachus,10,1,Spear,Superior,Low,3.9000253868200856,Basic,11,Excellent,Medium,Aggressive,True
Curtius Nonius,18,Rome,175,74,Murmillo,5,0,Gladius (Sword),Basic,Low,10.063692515803336,Intermediate,5,Excellent,Medium,Aggressive,True
Appius Lucius,29,Greece,181,86,Retiarius,6,3,Trident,Superior,Low,6.597630135334762,Advanced,9,Excellent,Medium,Aggressive,True
Acilius Papinius,42,Thrace,158,120,Murmillo,16,4,Dagger,Basic,High,6.615891229211774,Basic,20,Fair,Medium,Balanced,True
Gracchus Pettius,45,Numidia,178,73,Provocator,13,1,Gladius (Sword),Superior,High,1.3105399415526102,Basic,14,Fair,Low,Balanced,True
Memmius Opimius,45,Thrace,173,80,Secutor,16,6,Gladius (Sword),Superior,High,1.059253558726832,Basic,22,Fair,Low,Aggressive,True
Granius Fulvius,31,Rome,190,104,Provocator,10,1,Gladius (Sword),Standard,Low,5.999310440533058,Advanced,11,Excellent,Medium,Aggressive,True
Lentulus Antonius,24,Germania,175,101,Thraex,3,0,Dagger,Standard,Low,2.158798244903538,Advanced,3,Excellent,High,Aggressive,False
Cinna Blossius,29,Gaul,176,88,Thraex,9,3,Sica (Curved Sword),Standard,High,4.535003394378718,Expert,12,Good,Medium,Aggressive,True
Aulus Burrienus,28,Thrace,187,65,Thraex,5,0,Sica (Curved Sword),Superior,High,5.045225454526289,Expert,5,Excellent,Medium,Balanced,True
Persius Ninnius,40,Numidia,180,94,Hoplomachus,14,5,Spear,Standard,Low,3.247601880586225,Intermediate,19,Good,Low,Aggressive,True
Betilienus Nautius,22,Numidia,164,73,Provocator,5,3,Gladius (Sword),Superior,High,3.142292592539892,Intermediate,8,Excellent,Medium,Balanced,False
Paelignus Gnaeus,27,Germania,172,88,Secutor,7,1,Gladius (Sword),Superior,Low,3.721083526253242,Advanced,8,Excellent,Low,Aggressive,True
Geminius Avidius,36,Germania,190,109,Retiarius,5,0,Net,Superior,Low,6.901465574524084,Intermediate,5,Excellent,Low,Balanced,True
Nasennius Galerius,35,Gaul,170,111,Retiarius,9,1,Net,Basic,High,1.131580217205411,Basic,10,Good,Medium,Balanced,True
Festinius Ofilius,38,Germania,172,93,Secutor,17,3,Dagger,Basic,High,5.296713871795389,Basic,20,Fair,Medium,Aggressive,True
Paconius Blaesus,36,Thrace,162,84,Retiarius,12,1,Net,Standard,Low,4.3074492583182185,Intermediate,13,Excellent,Medium,Balanced,True
Festinius Junius,26,Gaul,189,81,Retiarius,6,2,Trident,Standard,Low,2.866242203363585,Expert,8,Excellent,Low,Aggressive,True
Gaius Fundanus,40,Germania,175,96,Provocator,17,11,Gladius (Sword),Basic,High,2.342020321167641,Basic,28,Fair,Medium,Balanced,True
Duronius Munatius,40,Germania,176,108,Provocator,12,3,Dagger,Basic,Low,4.487820810183063,Basic,15,Good,Medium,Balanced,True
Cinna Pacilius,28,Gaul,167,76,Secutor,6,1,Dagger,Superior,High,4.040360621561471,Basic,7,Excellent,Medium,Balanced,True
Marius Laecanius,36,Greece,189,63,Retiarius,14,1,Trident,Standard,Low,2.148006649080252,Basic,15,Good,Medium,Balanced,True
Iunius Blossius,42,Germania,161,82,Hoplomachus,12,4,Spear,Superior,Low,3.288635567891113,Basic,16,Good,Medium,Aggressive,True
Pettius Orbilius,32,Germania,184,78,Hoplomachus,4,0,Dagger,Standard,Low,4.586151607747457,Intermediate,4,Excellent,Medium,Balanced,True
Herennius Sextius,39,Greece,171,79,Provocator,12,2,Dagger,Superior,High,0.9135663652589712,Basic,14,Good,Medium,Balanced,True
Festinius Cicereius,43,Rome,154,89,Provocator,17,3,Gladius (Sword),Superior,Low,3.079703726861255,Basic,20,Good,Medium,Balanced,True
Mamilius Balbus,38,Germania,174,89,Retiarius,7,2,Trident,Standard,Low,4.791058052414349,Basic,9,Good,Low,Aggressive,True
Valerius Octavius,37,Gaul,178,89,Provocator,4,2,Gladius (Sword),Basic,Low,2.271804422201456,Basic,6,Good,Medium,Aggressive,False
Pilus Volumnius,37,Greece,169,93,Hoplomachus,9,0,Dagger,Superior,Low,2.264693462325954,Basic,9,Excellent,Medium,Balanced,True
Cominius Lamponius,21,Thrace,182,82,Thraex,7,1,Dagger,Basic,Low,3.753489643705183,Intermediate,8,Excellent,High,Aggressive,True
Sextus Numonius,28,Rome,176,73,Retiarius,11,5,Trident,Basic,High,3.925502061023829,Intermediate,16,Good,Medium,Aggressive,True
Cantilius Minicius,35,Germania,187,51,Secutor,8,2,Dagger,Superior,High,4.709205805791895,Basic,10,Good,Medium,Balanced,True
Minicius Pasidienus,25,Thrace,174,84,Murmillo,9,1,Dagger,Basic,Low,5.810437771253096,Intermediate,10,Excellent,Low,Balanced,True
Fabrinius Lentulus,27,Rome,169,88,Murmillo,6,1,Dagger,Standard,Low,5.214738876332346,Basic,7,Excellent,Medium,Aggressive,True
Pacilius Didius,44,Greece,171,66,Hoplomachus,5,1,Dagger,Basic,Low,2.750495382225007,Basic,6,Good,Medium,Aggressive,True
Aemilius Cilnius,35,Greece,177,97,Thraex,6,1,Sica (Curved Sword),Basic,Low,8.262913581917186,Basic,7,Excellent,Low,Aggressive,True
Acilius Cloelius,39,Gaul,156,96,Murmillo,14,4,Gladius (Sword),Superior,High,4.228935439847094,Expert,18,Good,Medium,Balanced,True
Claudius Longinius,36,Gaul,182,88,Thraex,12,0,Dagger,Basic,High,2.278217787617523,Intermediate,12,Fair,Medium,Balanced,True
Claudius Opellius,30,Germania,156,72,Retiarius,9,3,Net,Superior,Low,4.899176098549932,Expert,12,Excellent,Low,Balanced,True
Laronius Aulus,44,Thrace,184,63,Retiarius,13,2,Net,Superior,Low,5.7571582255055365,Basic,15,Good,Medium,Aggressive,True
Flavius Foslius,33,Numidia,181,62,Retiarius,9,3,Net,Basic,Low,5.159091149062573,Intermediate,12,Excellent,Medium,Aggressive,True
Blaesus Iuventius,28,Rome,178,100,Secutor,2,0,Dagger,Superior,Low,8.060295091121457,Advanced,2,Excellent,Medium,Balanced,True
Memmius Oppius,18,Rome,169,78,Secutor,5,1,Dagger,Basic,High,4.631761326284442,Advanced,6,Excellent,High,Defensive,True
Fabius Caelius,32,Numidia,168,59,Thraex,7,2,Sica (Curved Sword),Basic,High,3.989251321280163,Advanced,9,Good,Medium,Aggressive,False
Sempronius Decimus,22,Rome,159,65,Hoplomachus,4,1,Spear,Basic,Low,3.785596689125612,Expert,5,Excellent,High,Aggressive,False
Mescinius Latinius,19,Greece,160,81,Secutor,2,0,Dagger,Basic,Low,4.649150947024243,Advanced,2,Excellent,High,Aggressive,False
Caelius Longinius,34,Greece,174,77,Hoplomachus,3,1,Spear,Superior,Low,3.4183887293514714,Advanced,4,Excellent,Low,Defensive,True
Julius Afranius,29,Greece,175,87,Provocator,7,0,Dagger,Superior,Low,4.428779923004737,Advanced,7,Excellent,Medium,Balanced,True
Cocceius Domitius,43,Thrace,167,67,Provocator,11,1,Gladius (Sword),Superior,Low,4.478227738439686,Basic,12,Good,Medium,Aggressive,True
Gabinius Avidius,39,Germania,180,77,Thraex,9,2,Sica (Curved Sword),Superior,High,4.884167042345991,Basic,11,Good,Medium,Aggressive,True
Fulvius Curtius,34,Germania,158,93,Retiarius,11,3,Net,Basic,Low,4.911335021373829,Advanced,14,Excellent,Medium,Aggressive,True
Maecilius Mescinius,32,Germania,183,81,Hoplomachus,6,0,Spear,Superior,Low,3.071729000131314,Basic,6,Excellent,Medium,Balanced,False
Cordius Volumnius,33,Germania,166,68,Murmillo,3,1,Dagger,Standard,Low,6.887197514823726,Basic,4,Excellent,Medium,Balanced,True
Aquillius Sextus,32,Rome,151,119,Provocator,6,2,Dagger,Superior,Low,9.708115614996975,Expert,8,Excellent,Medium,Balanced,True
Minicius Aemilius,35,Numidia,176,62,Retiarius,10,0,Trident,Basic,Low,1.895672992305056,Advanced,10,Excellent,Medium,Balanced,True
Cicereius Percennius,40,Thrace,174,100,Hoplomachus,11,1,Spear,Basic,Low,5.677022578232156,Basic,12,Good,Medium,Balanced,True
Cornelius Fundanus,34,Thrace,173,79,Thraex,8,3,Dagger,Standard,Low,6.095792368181785,Intermediate,11,Excellent,Medium,Balanced,True
Ofilius Claudius,31,Germania,173,91,Secutor,9,2,Gladius (Sword),Superior,Low,2.145682550958604,Expert,11,Excellent,Medium,Defensive,True
Servius Paconius,26,Greece,175,89,Hoplomachus,9,3,Dagger,Basic,High,1.039670515622017,Advanced,12,Good,Medium,Balanced,False
Claudius Orchius,23,Greece,153,84,Secutor,5,2,Dagger,Superior,Low,6.290328153833878,Advanced,7,Excellent,Medium,Aggressive,True
Geminius Gracchus,28,Germania,165,107,Secutor,5,0,Dagger,Standard,Low,6.998580419668667,Expert,5,Excellent,Medium,Aggressive,True
Minicius Camillius,28,Greece,182,84,Secutor,3,1,Gladius (Sword),Superior,Low,7.43368629514799,Expert,4,Excellent,Low,Balanced,True
Matinius Calventius,35,Germania,193,73,Secutor,8,1,Gladius (Sword),Superior,Low,3.7831243044845553,Basic,9,Excellent,Medium,Aggressive,True
Hordeonius Afranius,26,Thrace,191,68,Retiarius,2,0,Trident,Superior,Low,4.0700950791466735,Advanced,2,Excellent,Medium,Balanced,False
Hostius Munatius,42,Gaul,179,73,Provocator,7,1,Dagger,Basic,Low,5.645044728840374,Basic,8,Good,Low,Aggressive,True
Cocceius Latinius,40,Rome,154,80,Secutor,8,0,Gladius (Sword),Superior,Low,5.489539624326585,Basic,8,Excellent,Medium,Balanced,True
Camillius Ostorius,36,Germania,172,79,Murmillo,10,3,Gladius (Sword),Basic,High,2.448273972407436,Advanced,13,Fair,Medium,Balanced,True
Herennius Manilius,34,Germania,169,93,Secutor,5,1,Dagger,Basic,Low,4.766399573311143,Intermediate,6,Excellent,Medium,Balanced,True
Cominius Volumnius,30,Greece,167,101,Murmillo,8,1,Gladius (Sword),Standard,Low,6.004359133731349,Basic,9,Excellent,Medium,Aggressive,True
Antonius Cantilius,34,Thrace,191,74,Thraex,10,6,Dagger,Basic,Low,5.186032523915227,Basic,16,Excellent,Medium,Aggressive,True
Octavius Licinius,40,Thrace,185,73,Provocator,10,6,Dagger,Superior,Low,1.981352017166274,Basic,16,Excellent,Medium,Balanced,True
Bruttius Gaius,33,Gaul,172,82,Secutor,6,2,Gladius (Sword),Superior,Low,9.199528952216657,Basic,8,Excellent,Medium,Aggressive,True
Julius Acilius,42,Thrace,174,82,Retiarius,16,6,Net,Superior,Low,5.399509562487924,Basic,22,Good,Medium,Balanced,True
Menenius Perperna,38,Greece,171,82,Hoplomachus,6,0,Dagger,Standard,Low,7.480833392704186,Basic,6,Good,Low,Aggressive,True
Betilienus Foslius,41,Greece,170,99,Thraex,6,2,Dagger,Superior,Low,4.550559639304189,Basic,8,Excellent,Medium,Aggressive,True
Musonius Mamilius,31,Greece,189,96,Secutor,8,1,Dagger,Superior,Low,0.9137402616911288,Intermediate,9,Excellent,Low,Balanced,True
Blaesus Lacerius,18,Rome,167,93,Thraex,6,0,Sica (Curved Sword),Basic,Low,9.096897873466093,Advanced,6,Excellent,Medium,Balanced,True
Fulvius Cilnius,40,Germania,174,75,Thraex,13,6,Sica (Curved Sword),Superior,Low,1.5144810085912817,Basic,19,Excellent,Low,Balanced,True
Lucretius Hordeonius,18,Thrace,165,76,Thraex,3,0,Dagger,Superior,Low,7.59293797349131,Intermediate,3,Excellent,High,Aggressive,False
Iuventius Pinarus,25,Gaul,179,78,Thraex,4,0,Sica (Curved Sword),Standard,Low,3.45104777388334,Expert,4,Excellent,Medium,Balanced,True
Petilius Pilus,29,Numidia,169,88,Murmillo,7,1,Dagger,Standard,Low,9.864551534269154,Expert,8,Excellent,Medium,Defensive,True
Appius Aquillius,25,Greece,155,105,Hoplomachus,6,0,Dagger,Superior,Low,5.913924552924588,Expert,6,Excellent,Medium,Balanced,True
Musonius Tiberius,34,Gaul,196,77,Secutor,4,2,Dagger,Standard,Low,5.305664185127563,Basic,6,Excellent,Medium,Balanced,True
Flavius Messalla,24,Gaul,166,95,Murmillo,4,0,Dagger,Basic,Low,4.355708175825522,Basic,4,Excellent,Medium,Balanced,False
Quintus Fundanus,36,Thrace,176,51,Hoplomachus,10,3,Spear,Superior,Low,3.246251806370645,Intermediate,13,Excellent,Medium,Balanced,True
Spurius Laecanius,43,Numidia,174,80,Thraex,12,2,Dagger,Standard,Low,2.9759210912906005,Basic,14,Good,Low,Aggressive,True
Orestius Gaius,31,Germania,181,100,Retiarius,5,0,Net,Standard,Low,4.483069582795422,Advanced,5,Excellent,Medium,Aggressive,True
Aulus Herennius,43,Rome,165,49,Retiarius,6,2,Trident,Basic,Low,0.9189467656041757,Basic,8,Good,Low,Aggressive,True
Menenius Hostius,41,Gaul,178,57,Retiarius,9,2,Trident,Superior,Low,1.128652268040464,Basic,11,Good,Medium,Balanced,True
Julius Hostius,32,Numidia,174,87,Secutor,6,1,Gladius (Sword),Superior,Low,4.371867255093173,Basic,7,Excellent,Low,Aggressive,True
Cicereius Nasidienus,39,Greece,177,124,Provocator,8,0,Dagger,Superior,Low,1.030837058654415,Basic,8,Excellent,Low,Aggressive,True
Cornificius Paelignus,24,Gaul,175,49,Murmillo,5,2,Dagger,Basic,Low,1.385155940068978,Expert,7,Excellent,Medium,Defensive,False
Nigidius Gabinius,32,Germania,164,51,Thraex,5,1,Sica (Curved Sword),Basic,Low,1.1499745507627948,Intermediate,6,Excellent,Medium,Balanced,False
Publius Percennius,18,Thrace,174,78,Hoplomachus,3,1,Dagger,Superior,Low,6.718368732026619,Basic,4,Excellent,Medium,Aggressive,False
Perperna Hostilius,32,Gaul,171,83,Hoplomachus,5,0,Spear,Standard,Low,2.1961463699513337,Expert,5,Excellent,Medium,Defensive,True
Papinius Vibius,19,Rome,178,80,Thraex,5,2,Dagger,Superior,High,3.869945741687515,Intermediate,7,Excellent,Medium,Balanced,False
Blaesus Mallius,44,Gaul,190,72,Thraex,9,1,Sica (Curved Sword),Standard,Low,0.9890344466726754,Basic,10,Good,Low,Balanced,True
Minicius Tiberius,38,Gaul,180,55,Retiarius,14,7,Trident,Superior,High,1.0259754511601795,Basic,21,Good,Medium,Balanced,True
Caelius Cestius,26,Thrace,172,96,Murmillo,4,0,Gladius (Sword),Standard,Low,3.8179886600087656,Intermediate,4,Excellent,Low,Aggressive,False
Mamilius Julius,27,Thrace,163,81,Retiarius,5,2,Trident,Standard,Low,4.730052749794895,Advanced,7,Excellent,Medium,Aggressive,True
Cilnius Cilnius,30,Greece,174,74,Retiarius,6,1,Net,Superior,Low,4.159634479761291,Advanced,7,Excellent,Medium,Defensive,True
Blaesus Iulius,30,Germania,175,88,Hoplomachus,11,3,Spear,Superior,Low,2.6949976880307696,Advanced,14,Excellent,Low,Aggressive,True
Percennius Decentius,43,Greece,183,85,Secutor,11,1,Dagger,Basic,High,2.670462018707208,Basic,12,Fair,Low,Aggressive,True
Appius Cocceius,42,Gaul,196,81,Retiarius,9,3,Net,Standard,Low,1.058236099801797,Basic,12,Good,Medium,Balanced,True
Nasidienus Paelignus,41,Numidia,159,80,Provocator,6,1,Dagger,Basic,Low,4.203089430932719,Basic,7,Good,Medium,Balanced,True
Atilius Gracchus,27,Germania,166,126,Provocator,8,2,Gladius (Sword),Superior,Low,4.808131719430551,Basic,10,Excellent,Medium,Aggressive,True
Numicius Aulus,29,Greece,165,84,Murmillo,6,2,Dagger,Standard,Low,4.517736276915013,Advanced,8,Excellent,Medium,Balanced,True
Perperna Papinius,34,Numidia,194,70,Thraex,10,0,Sica (Curved Sword),Basic,Low,4.079851004184881,Intermediate,10,Excellent,Low,Balanced,True
Volumnius Novellius,31,Thrace,174,98,Thraex,9,4,Dagger,Superior,Low,4.764261543589375,Intermediate,13,Excellent,Medium,Aggressive,True
Lamponius Mamilius,26,Germania,163,88,Retiarius,3,0,Trident,Basic,Low,8.083628246102526,Basic,3,Excellent,Medium,Balanced,False
Afranius Curtius,37,Rome,174,116,Murmillo,10,2,Dagger,Standard,Low,5.425719276012788,Intermediate,12,Good,Low,Aggressive,True
Ollius Granius,34,Greece,181,77,Murmillo,6,1,Dagger,Basic,Low,6.574908809711447,Basic,7,Excellent,Medium,Balanced,True
Perperna Laetorius,26,Thrace,200,80,Retiarius,10,3,Net,Standard,Low,7.601530019231045,Expert,13,Excellent,Medium,Defensive,True
Gaius Tarquinius,30,Rome,176,46,Hoplomachus,5,1,Spear,Superior,Low,5.8048004065858825,Expert,6,Excellent,Medium,Aggressive,True
Memmius Acilius,30,Rome,164,77,Hoplomachus,7,1,Dagger,Basic,Low,2.5298613265544607,Expert,8,Excellent,Medium,Balanced,False
Cilnius Cestius,23,Greece,173,81,Thraex,3,0,Dagger,Standard,Low,4.715212796025543,Basic,3,Excellent,Medium,Aggressive,False
Festinius Baebius,27,Gaul,187,83,Thraex,5,1,Dagger,Basic,Low,5.350506418115709,Expert,6,Excellent,Medium,Balanced,True
Cominius Cilnius,27,Greece,172,78,Hoplomachus,6,1,Spear,Superior,Low,8.918077881676348,Basic,7,Excellent,Low,Aggressive,True
Persius Acilius,18,Numidia,185,89,Murmillo,2,0,Gladius (Sword),Superior,Low,7.4831963935456,Advanced,2,Excellent,Low,Balanced,False
Hortensius Coruncanius,20,Thrace,172,101,Murmillo,3,0,Dagger,Standard,Low,3.0599191152672254,Advanced,3,Excellent,High,Aggressive,False
Pasidienus Fabius,24,Germania,169,85,Murmillo,4,1,Dagger,Standard,Low,5.668903881032291,Advanced,5,Excellent,High,Defensive,True
Caedicius Cordius,30,Rome,184,129,Secutor,7,0,Dagger,Basic,Low,3.983790823839518,Intermediate,7,Excellent,Medium,Balanced,True
Festinius Caecilius,41,Greece,186,68,Thraex,10,3,Dagger,Standard,Low,2.123945310186428,Basic,13,Good,Low,Balanced,True
Lucius Longinius,39,Greece,183,132,Thraex,9,1,Sica (Curved Sword),Basic,Low,6.24923610535334,Basic,10,Good,Medium,Balanced,True
Nautius Hirrus,38,Numidia,171,62,Provocator,4,1,Dagger,Standard,Low,1.481417162340095,Intermediate,5,Good,Medium,Balanced,True
Claudius Paconius,43,Rome,170,62,Hoplomachus,9,1,Spear,Standard,Low,3.0659941503311816,Basic,10,Good,Medium,Aggressive,True
Mamilius Acilius,33,Gaul,170,74,Hoplomachus,8,3,Spear,Standard,Low,4.154369532633333,Basic,11,Excellent,Medium,Balanced,True
Munatius Avidius,21,Greece,180,78,Retiarius,8,1,Net,Superior,Low,6.057518035836261,Basic,9,Excellent,Medium,Aggressive,True
Afranius Fidenas,38,Rome,175,84,Secutor,8,1,Gladius (Sword),Standard,High,2.7203203834703187,Intermediate,9,Fair,Low,Balanced,True
Tiberius Aulus,30,Numidia,155,87,Secutor,11,2,Dagger,Standard,High,1.02597988804473,Advanced,13,Good,Low,Balanced,True
Titus Catius,36,Germania,177,82,Secutor,10,1,Dagger,Superior,Low,6.688001924463773,Basic,11,Excellent,Medium,Balanced,True
Didius Gabinius,43,Germania,170,84,Thraex,9,1,Dagger,Standard,Low,5.664454461731946,Basic,10,Good,Low,Balanced,True
Laecanius Flavius,35,Germania,184,85,Murmillo,8,1,Gladius (Sword),Standard,Low,5.842669520757566,Basic,9,Excellent,Medium,Balanced,True
Paternus Catius,30,Gaul,177,81,Thraex,9,5,Dagger,Superior,High,4.643710608784638,Intermediate,14,Excellent,Low,Aggressive,True
Manius Hostilius,35,Gaul,178,78,Provocator,6,1,Dagger,Superior,Low,6.377517153373315,Expert,7,Excellent,Low,Balanced,False
Cocceius Antonius,40,Rome,177,70,Murmillo,9,0,Gladius (Sword),Standard,Low,2.13196434695593,Basic,9,Good,Medium,Balanced,True
Cornificius Claudius,34,Greece,179,67,Secutor,9,2,Gladius (Sword),Basic,Low,7.034420993238728,Advanced,11,Excellent,Medium,Balanced,True
Aquillius Nasidienus,18,Rome,161,99,Murmillo,2,0,Gladius (Sword),Standard,Low,4.7732476680456815,Expert,2,Excellent,High,Balanced,False
Ovidius Hordeonius,24,Thrace,188,81,Retiarius,11,2,Trident,Standard,Low,4.921773679338509,Intermediate,13,Excellent,High,Balanced,True
Tarquinius Caedicius,34,Numidia,187,51,Thraex,9,3,Dagger,Standard,High,3.644880099359849,Advanced,12,Good,Medium,Balanced,True
Acilius Licinius,26,Numidia,176,89,Secutor,6,0,Dagger,Standard,Low,1.0126474646442185,Advanced,6,Excellent,Medium,Balanced,True
Hostilius Latinius,19,Thrace,171,74,Thraex,5,1,Dagger,Superior,Low,8.376004989305965,Intermediate,6,Excellent,Medium,Aggressive,True
